Time,State,Mobility_Type,Q_Observed,Q_V_Shape,Q_Exp,Q_DQQ
13,Colorado,transit_stations_percent_change_from_baseline,-34.85385745,-27.49616423,-28.03624244,-28.23604265
14,Colorado,transit_stations_percent_change_from_baseline,-36.82111936,-29.61125379,-28.23348169,-31.22400423
15,Colorado,transit_stations_percent_change_from_baseline,-38.67826221,-31.72634334,-28.37690081,-34.09540034
16,Colorado,transit_stations_percent_change_from_baseline,-40.49644403,-33.8414329,-28.48118556,-36.80360478
17,Colorado,transit_stations_percent_change_from_baseline,-41.26175015,-35.95652246,-28.55701441,-39.30199138
18,Colorado,transit_stations_percent_change_from_baseline,-42.09848485,-38.07161201,-28.61215206,-41.54393395
19,Colorado,transit_stations_percent_change_from_baseline,-42.66991342,-40.18670157,-28.65224445,-43.48280629
20,Colorado,transit_stations_percent_change_from_baseline,-43.4971243,-42.30179113,-28.68139694,-45.07198221
21,Colorado,transit_stations_percent_change_from_baseline,-43.05154607,-44.41688068,-28.70259468,-46.26483553
22,Colorado,transit_stations_percent_change_from_baseline,-42.52773655,-46.53197024,-28.71800824,-47.01474006
23,Colorado,transit_stations_percent_change_from_baseline,-41.90435993,-48.64705979,-28.72921595,-47.27506962
24,Colorado,transit_stations_percent_change_from_baseline,-41.71558442,-48.07678912,-28.38391304,-47.24800352
25,Colorado,transit_stations_percent_change_from_baseline,-41.92437562,-47.50651844,-28.06935292,-47.16802169
26,Colorado,transit_stations_percent_change_from_baseline,-41.97147139,-46.93624776,-27.78279851,-47.0369488
27,Colorado,transit_stations_percent_change_from_baseline,-40.61835783,-46.36597709,-27.52175643,-46.85660954
28,Colorado,transit_stations_percent_change_from_baseline,-39.76356976,-45.79570641,-27.28395527,-46.62882858
29,Colorado,transit_stations_percent_change_from_baseline,-38.82309357,-45.22543573,-27.06732588,-46.35543061
30,Colorado,transit_stations_percent_change_from_baseline,-41.19322344,-44.65516506,-26.86998329,-46.0382403
31,Colorado,transit_stations_percent_change_from_baseline,-43.003663,-44.08489438,-26.69021038,-45.67908234
32,Colorado,transit_stations_percent_change_from_baseline,-43.89377289,-43.5146237,-26.5264429,-45.2797814
33,Colorado,transit_stations_percent_change_from_baseline,-44.003663,-42.94435302,-26.37725586,-44.84216218
34,Colorado,transit_stations_percent_change_from_baseline,-45.78388278,-42.37408235,-26.24135114,-44.36804934
35,Colorado,transit_stations_percent_change_from_baseline,-45.93772894,-41.80381167,-26.1175462,-43.85926757
36,Colorado,transit_stations_percent_change_from_baseline,-46.22127872,-41.23354099,-26.00476379,-43.31764155
37,Colorado,transit_stations_percent_change_from_baseline,-43.61738262,-40.66327032,-25.90202254,-42.74499596
38,Colorado,transit_stations_percent_change_from_baseline,-41.31884782,-40.09299964,-25.80842849,-42.14315549
39,Colorado,transit_stations_percent_change_from_baseline,-40.68933448,-39.52272896,-25.72316724,-41.5139448
40,Colorado,transit_stations_percent_change_from_baseline,-40.55275677,-38.95245829,-25.64549692,-40.85918859
41,Colorado,transit_stations_percent_change_from_baseline,-38.92088864,-38.38218761,-25.57474169,-40.18071152
42,Colorado,transit_stations_percent_change_from_baseline,-38.30550402,-37.81191693,-25.51028589,-39.48033829
43,Colorado,transit_stations_percent_change_from_baseline,-37.43537415,-37.24164626,-25.45156868,-38.75989358
44,Colorado,transit_stations_percent_change_from_baseline,-36.86394558,-36.67137558,-25.39807914,-38.02120206
45,Colorado,transit_stations_percent_change_from_baseline,-36.61302983,-36.1011049,-25.34935185,-37.26608841
46,Colorado,transit_stations_percent_change_from_baseline,-35.67425432,-35.53083423,-25.30496282,-36.49637732
47,Colorado,transit_stations_percent_change_from_baseline,-35.17346939,-34.96056355,-25.2645258,-35.71389346
48,Colorado,transit_stations_percent_change_from_baseline,-34.43171115,-34.39029287,-25.22768895,-34.92046152
49,Colorado,transit_stations_percent_change_from_baseline,-33.42150706,-33.82002219,-25.19413172,-34.11790618
50,Colorado,transit_stations_percent_change_from_baseline,-33.356572,-33.24975152,-25.16356215,-33.30805212
51,Colorado,transit_stations_percent_change_from_baseline,-32.27864992,-32.67948084,-25.13571422,-32.49272401
52,Colorado,transit_stations_percent_change_from_baseline,-31.98194662,-32.10921016,-25.11034564,-31.67374655
53,Colorado,transit_stations_percent_change_from_baseline,-31.53924647,-31.53893949,-25.08723565,-30.8529444
54,Colorado,transit_stations_percent_change_from_baseline,-30.75902669,-30.96866881,-25.06618318,-30.03214225
55,Colorado,transit_stations_percent_change_from_baseline,-30.2755102,-30.39839813,-25.04700503,-29.21316478
56,Colorado,transit_stations_percent_change_from_baseline,-30.0989011,-29.82812746,-25.02953434,-28.39783668
57,Colorado,transit_stations_percent_change_from_baseline,-28.9527972,-29.25785678,-25.0136191,-27.58798261
58,Colorado,transit_stations_percent_change_from_baseline,-28.19955045,-28.6875861,-24.9991208,-26.78542727
59,Colorado,transit_stations_percent_change_from_baseline,-28.56218781,-28.11731543,-24.98591331,-25.99199533
60,Colorado,transit_stations_percent_change_from_baseline,-28.14094239,-27.54704475,-24.9738817,-25.20951148
61,Colorado,transit_stations_percent_change_from_baseline,-27.71237096,-26.97677407,-24.96292129,-24.43980039
62,Colorado,transit_stations_percent_change_from_baseline,-27.4486347,-26.40650339,-24.95293669,-23.68468674
63,Colorado,transit_stations_percent_change_from_baseline,-27.5475358,-25.83623272,-24.94384103,-22.94599522
64,Colorado,transit_stations_percent_change_from_baseline,-27.19039294,-25.26596204,-24.93555518,-22.2255505
65,Colorado,transit_stations_percent_change_from_baseline,-26.81593407,-24.69569136,-24.92800702,-21.52517727
66,Colorado,transit_stations_percent_change_from_baseline,-25.40567766,-24.12542069,-24.92113089,-20.84670021
67,Colorado,transit_stations_percent_change_from_baseline,-24.94139194,-23.55515001,-24.91486694,-20.191944
68,Colorado,transit_stations_percent_change_from_baseline,-24.52380952,-22.98487933,-24.90916069,-19.56273331
69,Colorado,transit_stations_percent_change_from_baseline,-23.15567766,-22.41460866,-24.90396247,-18.96089283
70,Colorado,transit_stations_percent_change_from_baseline,-22.20787546,-21.84433798,-24.89922706,-18.38824724
71,Colorado,transit_stations_percent_change_from_baseline,-21.62454212,-21.2740673,-24.89491324,-17.84662123
72,Colorado,transit_stations_percent_change_from_baseline,-22.81718282,-20.70379663,-24.89098349,-17.33783946
73,Colorado,transit_stations_percent_change_from_baseline,-23.48817849,-20.13352595,-24.88740361,-16.86372662
74,Colorado,transit_stations_percent_change_from_baseline,-22.7977023,-19.56325527,-24.88414246,-16.42610739
75,Colorado,transit_stations_percent_change_from_baseline,-22.61088911,-18.9929846,-24.88117164,-16.02680646
76,Colorado,transit_stations_percent_change_from_baseline,-22.36088911,-18.42271392,-24.87846533,-15.6676485
77,Colorado,transit_stations_percent_change_from_baseline,-21.28671329,-17.85244324,-24.87599996,-15.35045819
78,Colorado,transit_stations_percent_change_from_baseline,-19.73909424,-17.28217256,-24.87375408,-15.07706022
79,Colorado,transit_stations_percent_change_from_baseline,-17.67415917,-16.71190189,-24.87170816,-14.84927926
80,Colorado,transit_stations_percent_change_from_baseline,-15.76506827,-16.14163121,-24.86984439,-14.66894
81,Colorado,transit_stations_percent_change_from_baseline,-15.33649684,-15.57136053,-24.86814656,-14.53786711
82,Colorado,transit_stations_percent_change_from_baseline,-14.63320013,-15.00108986,-24.86659988,-14.45788528
83,Colorado,transit_stations_percent_change_from_baseline,-14.43081918,-14.43081918,-24.86519091,-14.43081918
84,Colorado,transit_stations_percent_change_from_baseline,-14.71653347,-13.8605485,-24.86390738,-14.43081918
85,Colorado,transit_stations_percent_change_from_baseline,-16.43081918,-13.29027783,-24.86273812,-14.43081918
86,Colorado,transit_stations_percent_change_from_baseline,-16.23601399,-12.72000715,-24.86167297,-14.43081918
87,Colorado,transit_stations_percent_change_from_baseline,-16.1451049,-12.14973647,-24.86070264,-14.43081918
88,Colorado,transit_stations_percent_change_from_baseline,-17.77605728,-11.5794658,-24.85981871,-14.43081918
89,Colorado,transit_stations_percent_change_from_baseline,-17.62495837,-11.00919512,-24.85901348,-14.43081918
90,Colorado,transit_stations_percent_change_from_baseline,-17.31543457,-10.43892444,-24.85827993,-14.43081918
91,Colorado,transit_stations_percent_change_from_baseline,-17.37770563,-9.868653765,-24.85761169,-14.43081918
92,Colorado,transit_stations_percent_change_from_baseline,-16.59632035,-9.298383088,-24.85700295,-14.43081918
93,Colorado,transit_stations_percent_change_from_baseline,-16.77813853,-8.728112411,-24.85644841,-14.43081918
94,Colorado,transit_stations_percent_change_from_baseline,-17.01190476,-8.157841734,-24.85594323,-14.43081918
95,Colorado,transit_stations_percent_change_from_baseline,-14.85714286,-7.587571057,-24.85548304,-14.43081918
96,Colorado,transit_stations_percent_change_from_baseline,-14.51190476,-7.01730038,-24.85506381,-14.43081918
97,Colorado,transit_stations_percent_change_from_baseline,-14.38095238,-6.447029703,-24.85468191,-14.43081918
98,Colorado,transit_stations_percent_change_from_baseline,-13.72527473,-5.876759027,-24.85433401,-14.43081918
99,Colorado,transit_stations_percent_change_from_baseline,-13.28371628,-5.30648835,-24.85401709,-14.43081918
100,Colorado,transit_stations_percent_change_from_baseline,-13.06293706,-4.736217673,-24.85372838,-14.43081918
101,Colorado,transit_stations_percent_change_from_baseline,-13.44388944,-4.165946996,-24.85346537,-14.43081918
102,Colorado,transit_stations_percent_change_from_baseline,-13.67007992,-3.595676319,-24.85322578,-14.43081918
103,Colorado,transit_stations_percent_change_from_baseline,-13.97960373,-3.025405642,-24.85300752,-14.43081918
0,Connecticut,transit_stations_percent_change_from_baseline,-0.096088435,0,-4.755946409,0
1,Connecticut,transit_stations_percent_change_from_baseline,-1.830782313,-2.285184452,-7.050093844,-0.257970894
2,Connecticut,transit_stations_percent_change_from_baseline,-3.991496599,-4.570368905,-9.346291932,-1.003612792
3,Connecticut,transit_stations_percent_change_from_baseline,-6.358843537,-6.855553357,-11.64454251,-2.19451952
4,Connecticut,transit_stations_percent_change_from_baseline,-10.6505102,-9.140737809,-13.9448474,-3.788284904
5,Connecticut,transit_stations_percent_change_from_baseline,-13.69132653,-11.42592226,-16.24720845,-5.742502769
6,Connecticut,transit_stations_percent_change_from_baseline,-17.42602041,-13.71110671,-18.5516275,-8.014766942
7,Connecticut,transit_stations_percent_change_from_baseline,-20.93622449,-15.99629117,-20.85810638,-10.56267125
8,Connecticut,transit_stations_percent_change_from_baseline,-24.97704082,-18.28147562,-23.16664693,-13.34380951
9,Connecticut,transit_stations_percent_change_from_baseline,-28.21683673,-20.56666007,-25.477251,-16.31577556
10,Connecticut,transit_stations_percent_change_from_baseline,-31.97193878,-22.85184452,-27.78992044,-19.43616322
11,Connecticut,transit_stations_percent_change_from_baseline,-35.63265306,-25.13702898,-30.10465708,-22.66256631
12,Connecticut,transit_stations_percent_change_from_baseline,-39.14540816,-27.42221343,-32.42146278,-25.95257867
13,Connecticut,transit_stations_percent_change_from_baseline,-41.125,-29.70739788,-34.74033939,-29.26379411
14,Connecticut,transit_stations_percent_change_from_baseline,-43.85969388,-31.99258233,-37.06128875,-32.55380647
15,Connecticut,transit_stations_percent_change_from_baseline,-44.92091837,-34.27776679,-39.38431273,-35.78020956
16,Connecticut,transit_stations_percent_change_from_baseline,-46.36989796,-36.56295124,-41.70941317,-38.90059722
17,Connecticut,transit_stations_percent_change_from_baseline,-48.28826531,-38.84813569,-44.03659193,-41.87256327
18,Connecticut,transit_stations_percent_change_from_baseline,-51.00255102,-41.13332014,-46.36585086,-44.65370153
19,Connecticut,transit_stations_percent_change_from_baseline,-51.59183673,-43.41850459,-48.69719184,-47.20160584
20,Connecticut,transit_stations_percent_change_from_baseline,-52.3877551,-45.70368905,-51.03061671,-49.47387001
21,Connecticut,transit_stations_percent_change_from_baseline,-52.42857143,-47.9888735,-53.36612734,-51.42808788
22,Connecticut,transit_stations_percent_change_from_baseline,-53.28571429,-50.27405795,-55.7037256,-53.02185326
23,Connecticut,transit_stations_percent_change_from_baseline,-54.38265306,-52.5592424,-58.04341336,-54.21275999
24,Connecticut,transit_stations_percent_change_from_baseline,-54.64455782,-54.84442686,-60.38519247,-54.95840189
25,Connecticut,transit_stations_percent_change_from_baseline,-53.88265306,-57.12961131,-62.72906481,-55.21637278
26,Connecticut,transit_stations_percent_change_from_baseline,-53.88265306,-56.74945028,-61.9843404,-55.20627867
27,Connecticut,transit_stations_percent_change_from_baseline,-53.65136054,-56.36928925,-61.24796283,-55.1762495
28,Connecticut,transit_stations_percent_change_from_baseline,-54.03911565,-55.98912821,-60.51983853,-55.12666498
29,Connecticut,transit_stations_percent_change_from_baseline,-54.03401361,-55.60896718,-59.799875,-55.05790481
30,Connecticut,transit_stations_percent_change_from_baseline,-54.20238095,-55.22880615,-59.08798078,-54.97034873
31,Connecticut,transit_stations_percent_change_from_baseline,-53.98809524,-54.84864512,-58.38406544,-54.86437645
32,Connecticut,transit_stations_percent_change_from_baseline,-54.49285714,-54.46848409,-57.68803953,-54.74036767
33,Connecticut,transit_stations_percent_change_from_baseline,-55.77857143,-54.08832306,-56.99981464,-54.59870212
34,Connecticut,transit_stations_percent_change_from_baseline,-55.87380952,-53.70816203,-56.31930334,-54.43975951
35,Connecticut,transit_stations_percent_change_from_baseline,-55.83979592,-53.32800099,-55.64641916,-54.26391956
36,Connecticut,transit_stations_percent_change_from_baseline,-55.58979592,-52.94783996,-54.98107664,-54.07156198
37,Connecticut,transit_stations_percent_change_from_baseline,-55.14761905,-52.56767893,-54.32319123,-53.86306649
38,Connecticut,transit_stations_percent_change_from_baseline,-55.42653061,-52.1875179,-53.67267936,-53.6388128
39,Connecticut,transit_stations_percent_change_from_baseline,-54.36938776,-51.80735687,-53.0294584,-53.39918063
40,Connecticut,transit_stations_percent_change_from_baseline,-53.15510204,-51.42719584,-52.39344661,-53.1445497
41,Connecticut,transit_stations_percent_change_from_baseline,-53.10748299,-51.04703481,-51.76456321,-52.87529971
42,Connecticut,transit_stations_percent_change_from_baseline,-52.70272109,-50.66687378,-51.1427283,-52.5918104
43,Connecticut,transit_stations_percent_change_from_baseline,-52.58367347,-50.28671274,-50.52786287,-52.29446146
44,Connecticut,transit_stations_percent_change_from_baseline,-52.53605442,-49.90655171,-49.91988882,-51.98363262
45,Connecticut,transit_stations_percent_change_from_baseline,-51.11428571,-49.52639068,-49.31872891,-51.6597036
46,Connecticut,transit_stations_percent_change_from_baseline,-51.2244898,-49.14622965,-48.72430677,-51.3230541
47,Connecticut,transit_stations_percent_change_from_baseline,-51.29591837,-48.76606862,-48.13654687,-50.97406385
48,Connecticut,transit_stations_percent_change_from_baseline,-50.43877551,-48.38590759,-47.55537455,-50.61311256
49,Connecticut,transit_stations_percent_change_from_baseline,-49.79591837,-48.00574656,-46.98071598,-50.24057994
50,Connecticut,transit_stations_percent_change_from_baseline,-50.01020408,-47.62558552,-46.41249814,-49.85684571
51,Connecticut,transit_stations_percent_change_from_baseline,-49.48639456,-47.24542449,-45.85064886,-49.46228959
52,Connecticut,transit_stations_percent_change_from_baseline,-48.01020408,-46.86526346,-45.29509675,-49.05729129
53,Connecticut,transit_stations_percent_change_from_baseline,-45.88095238,-46.48510243,-44.74577124,-48.64223053
54,Connecticut,transit_stations_percent_change_from_baseline,-44.92857143,-46.1049414,-44.20260254,-48.21748702
55,Connecticut,transit_stations_percent_change_from_baseline,-44.64285714,-45.72478037,-43.66552163,-47.78344048
56,Connecticut,transit_stations_percent_change_from_baseline,-44.64285714,-45.34461934,-43.1344603,-47.34047063
57,Connecticut,transit_stations_percent_change_from_baseline,-43.33333333,-44.9644583,-42.60935108,-46.88895717
58,Connecticut,transit_stations_percent_change_from_baseline,-43,-44.58429727,-42.09012725,-46.42927983
59,Connecticut,transit_stations_percent_change_from_baseline,-44.42857143,-44.20413624,-41.57672284,-45.96181832
60,Connecticut,transit_stations_percent_change_from_baseline,-43.68027211,-43.82397521,-41.06907265,-45.48695235
61,Connecticut,transit_stations_percent_change_from_baseline,-43.68979592,-43.44381418,-40.56711217,-45.00506165
62,Connecticut,transit_stations_percent_change_from_baseline,-43.34693878,-43.06365315,-40.07077763,-44.51652593
63,Connecticut,transit_stations_percent_change_from_baseline,-42.72789116,-42.68349212,-39.58000598,-44.02172489
64,Connecticut,transit_stations_percent_change_from_baseline,-41.89931973,-42.30333108,-39.09473487,-43.52103827
65,Connecticut,transit_stations_percent_change_from_baseline,-41.13741497,-41.92317005,-38.61490265,-43.01484577
66,Connecticut,transit_stations_percent_change_from_baseline,-39.49455782,-41.54300902,-38.14044836,-42.50352711
67,Connecticut,transit_stations_percent_change_from_baseline,-39.65782313,-41.16284799,-37.67131172,-41.98746201
68,Connecticut,transit_stations_percent_change_from_baseline,-39.17210884,-40.78268696,-37.20743315,-41.46703018
69,Connecticut,transit_stations_percent_change_from_baseline,-38.94353741,-40.40252593,-36.74875369,-40.94261133
70,Connecticut,transit_stations_percent_change_from_baseline,-37.91972789,-40.0223649,-36.29521509,-40.41458519
71,Connecticut,transit_stations_percent_change_from_baseline,-37.29115646,-39.64220386,-35.84675973,-39.88333146
72,Connecticut,transit_stations_percent_change_from_baseline,-36.25306122,-39.26204283,-35.40333062,-39.34922987
73,Connecticut,transit_stations_percent_change_from_baseline,-36.61020408,-38.8818818,-34.96487144,-38.81266012
74,Connecticut,transit_stations_percent_change_from_baseline,-35.7,-38.50172077,-34.53132649,-38.27400194
75,Connecticut,transit_stations_percent_change_from_baseline,-36.67142857,-38.12155974,-34.10264068,-37.73363504
76,Connecticut,transit_stations_percent_change_from_baseline,-36.04285714,-37.74139871,-33.67875956,-37.19193914
77,Connecticut,transit_stations_percent_change_from_baseline,-35.94285714,-37.36123768,-33.25962927,-36.64929394
78,Connecticut,transit_stations_percent_change_from_baseline,-35.87619048,-36.98107665,-32.84519658,-36.10607918
79,Connecticut,transit_stations_percent_change_from_baseline,-35.84285714,-36.60091561,-32.43540881,-35.56267455
80,Connecticut,transit_stations_percent_change_from_baseline,-34.05714286,-36.22075458,-32.03021393,-35.01945979
81,Connecticut,transit_stations_percent_change_from_baseline,-32.76326531,-35.84059355,-31.62956045,-34.47681459
82,Connecticut,transit_stations_percent_change_from_baseline,-30.13469388,-35.46043252,-31.23339746,-33.93511869
83,Connecticut,transit_stations_percent_change_from_baseline,-29.47755102,-35.08027149,-30.84167465,-33.39475179
84,Connecticut,transit_stations_percent_change_from_baseline,-28.70612245,-34.70011046,-30.45434225,-32.85609361
85,Connecticut,transit_stations_percent_change_from_baseline,-28.11564626,-34.31994943,-30.07135104,-32.31952386
86,Connecticut,transit_stations_percent_change_from_baseline,-26.90136054,-33.93978839,-29.69265238,-31.78542227
87,Connecticut,transit_stations_percent_change_from_baseline,-26.78231293,-33.55962736,-29.31819815,-31.25416854
88,Connecticut,transit_stations_percent_change_from_baseline,-26.55782313,-33.17946633,-28.94794078,-30.7261424
89,Connecticut,transit_stations_percent_change_from_baseline,-26.41496599,-32.7993053,-28.58183323,-30.20172355
90,Connecticut,transit_stations_percent_change_from_baseline,-25.9292517,-32.41914427,-28.21982899,-29.68129172
91,Connecticut,transit_stations_percent_change_from_baseline,-25.7292517,-32.03898324,-27.86188208,-29.16522662
92,Connecticut,transit_stations_percent_change_from_baseline,-25.86734694,-31.65882221,-27.50794702,-28.65390796
93,Connecticut,transit_stations_percent_change_from_baseline,-25.80068027,-31.27866117,-27.15797883,-28.14771546
94,Connecticut,transit_stations_percent_change_from_baseline,-23.77687075,-30.89850014,-26.81193308,-27.64702884
95,Connecticut,transit_stations_percent_change_from_baseline,-23.46666667,-30.51833911,-26.46976578,-27.1522278
96,Connecticut,transit_stations_percent_change_from_baseline,-22.8952381,-30.13817808,-26.13143347,-26.66369208
97,Connecticut,transit_stations_percent_change_from_baseline,-22.55238095,-29.75801705,-25.79689317,-26.18180138
98,Connecticut,transit_stations_percent_change_from_baseline,-21.83809524,-29.37785602,-25.46610238,-25.70693541
99,Connecticut,transit_stations_percent_change_from_baseline,-20.87142857,-28.99769499,-25.13901908,-25.2394739
100,Connecticut,transit_stations_percent_change_from_baseline,-20.15714286,-28.61753395,-24.8156017,-24.77979656
101,Connecticut,transit_stations_percent_change_from_baseline,-19.87142857,-28.23737292,-24.49580917,-24.3282831
102,Connecticut,transit_stations_percent_change_from_baseline,-19.41428571,-27.85721189,-24.17960085,-23.88531325
103,Connecticut,transit_stations_percent_change_from_baseline,-18.95714286,-27.47705086,-23.86693658,-23.45126671
104,Connecticut,transit_stations_percent_change_from_baseline,-18.87142857,-27.09688983,-23.55777663,-23.0265232
105,Connecticut,transit_stations_percent_change_from_baseline,-18.96666667,-26.7167288,-23.25208172,-22.61146244
106,Connecticut,transit_stations_percent_change_from_baseline,-18.76666667,-26.33656777,-22.94981303,-22.20646414
107,Connecticut,transit_stations_percent_change_from_baseline,-18.82380952,-25.95640673,-22.65093215,-21.81190802
108,Connecticut,transit_stations_percent_change_from_baseline,-19.7047619,-25.5762457,-22.3554011,-21.42817379
109,Connecticut,transit_stations_percent_change_from_baseline,-20.01904762,-25.19608467,-22.06318235,-21.05564117
110,Connecticut,transit_stations_percent_change_from_baseline,-20.1047619,-24.81592364,-21.77423878,-20.69468988
111,Connecticut,transit_stations_percent_change_from_baseline,-20.06666667,-24.43576261,-21.48853366,-20.34569963
112,Connecticut,transit_stations_percent_change_from_baseline,-19.54285714,-24.05560158,-21.20603071,-20.00905013
113,Connecticut,transit_stations_percent_change_from_baseline,-18.25714286,-23.67544055,-20.92669404,-19.6851211
114,Connecticut,transit_stations_percent_change_from_baseline,-18.65714286,-23.29527952,-20.65048815,-19.37429227
115,Connecticut,transit_stations_percent_change_from_baseline,-19.65714286,-22.91511848,-20.37737797,-19.07694333
116,Connecticut,transit_stations_percent_change_from_baseline,-17.68571429,-22.53495745,-20.10732879,-18.79345402
117,Connecticut,transit_stations_percent_change_from_baseline,-17.31428571,-22.15479642,-19.8403063,-18.52420403
118,Connecticut,transit_stations_percent_change_from_baseline,-17.23809524,-21.77463539,-19.57627659,-18.2695731
119,Connecticut,transit_stations_percent_change_from_baseline,-17.83809524,-21.39447436,-19.3152061,-18.02994093
120,Connecticut,transit_stations_percent_change_from_baseline,-18.86666667,-21.01431333,-19.05706168,-17.80568724
121,Connecticut,transit_stations_percent_change_from_baseline,-19.11904762,-20.6341523,-18.80181053,-17.59719175
122,Connecticut,transit_stations_percent_change_from_baseline,-17.97619048,-20.25399126,-18.54942021,-17.40483417
123,Connecticut,transit_stations_percent_change_from_baseline,-18.8547619,-19.87383023,-18.29985867,-17.22899422
124,Connecticut,transit_stations_percent_change_from_baseline,-19.14047619,-19.4936692,-18.05309421,-17.07005161
125,Connecticut,transit_stations_percent_change_from_baseline,-18.88333333,-19.11350817,-17.80909546,-16.92838606
126,Connecticut,transit_stations_percent_change_from_baseline,-18.39761905,-18.73334714,-17.56783144,-16.80437728
127,Connecticut,transit_stations_percent_change_from_baseline,-18.28333333,-18.35318611,-17.32927149,-16.698405
128,Connecticut,transit_stations_percent_change_from_baseline,-17.42619048,-17.97302508,-17.09338531,-16.61084891
129,Connecticut,transit_stations_percent_change_from_baseline,-16.47380952,-17.59286404,-16.86014292,-16.54208875
130,Connecticut,transit_stations_percent_change_from_baseline,-16.08095238,-17.21270301,-16.62951471,-16.49250423
131,Connecticut,transit_stations_percent_change_from_baseline,-16.16666667,-16.83254198,-16.40147136,-16.46247506
132,Connecticut,transit_stations_percent_change_from_baseline,-16.45238095,-16.45238095,-16.1759839,-16.45238095
133,Connecticut,transit_stations_percent_change_from_baseline,-16.88095238,-16.07221992,-15.9530237,-16.45238095
134,Connecticut,transit_stations_percent_change_from_baseline,-17.22380952,-15.69205889,-15.73256242,-16.45238095
135,Connecticut,transit_stations_percent_change_from_baseline,-17.14285714,-15.31189786,-15.51457206,-16.45238095
136,Connecticut,transit_stations_percent_change_from_baseline,-16.95238095,-14.93173682,-15.29902492,-16.45238095
137,Connecticut,transit_stations_percent_change_from_baseline,-17.23809524,-14.55157579,-15.08589362,-16.45238095
138,Connecticut,transit_stations_percent_change_from_baseline,-17.23809524,-14.17141476,-14.87515109,-16.45238095
139,Connecticut,transit_stations_percent_change_from_baseline,-17.12380952,-13.79125373,-14.66677054,-16.45238095
140,Connecticut,transit_stations_percent_change_from_baseline,-16.83809524,-13.4110927,-14.46072551,-16.45238095
141,Connecticut,transit_stations_percent_change_from_baseline,-17.12380952,-13.03093167,-14.25698982,-16.45238095
142,Connecticut,transit_stations_percent_change_from_baseline,-17.26666667,-12.65077064,-14.05553759,-16.45238095
143,Connecticut,transit_stations_percent_change_from_baseline,-17.17142857,-12.2706096,-13.85634323,-16.45238095
144,Connecticut,transit_stations_percent_change_from_baseline,-17.40952381,-11.89044857,-13.65938142,-16.45238095
145,Connecticut,transit_stations_percent_change_from_baseline,-16.98095238,-11.51028754,-13.46462715,-16.45238095
146,Connecticut,transit_stations_percent_change_from_baseline,-18.52380952,-11.13012651,-13.27205568,-16.45238095
147,Connecticut,transit_stations_percent_change_from_baseline,-16.43809524,-10.74996548,-13.08164253,-16.45238095
148,Connecticut,transit_stations_percent_change_from_baseline,-14.60952381,-10.36980445,-12.89336352,-16.45238095
149,Connecticut,transit_stations_percent_change_from_baseline,-13,-9.989643416,-12.70719474,-16.45238095
150,Connecticut,transit_stations_percent_change_from_baseline,-12.47619048,-9.609482385,-12.52311252,-16.45238095
151,Connecticut,transit_stations_percent_change_from_baseline,-10.98095238,-9.229321354,-12.34109348,-16.45238095
152,Connecticut,transit_stations_percent_change_from_baseline,-10.83809524,-8.849160322,-12.16111451,-16.45238095
0,Delaware,transit_stations_percent_change_from_baseline,-0.69047619,0,-3.582636919,0
1,Delaware,transit_stations_percent_change_from_baseline,-3.404761905,-3.250364695,-6.540199725,-0.515169663
2,Delaware,transit_stations_percent_change_from_baseline,-6.595238095,-6.500729389,-9.492273364,-1.97656932
3,Delaware,transit_stations_percent_change_from_baseline,-9.452380952,-9.751094084,-12.43886802,-4.258034972
4,Delaware,transit_stations_percent_change_from_baseline,-14.07142857,-13.00145878,-15.37999387,-7.233402619
5,Delaware,transit_stations_percent_change_from_baseline,-17.54761905,-16.25182347,-18.31566106,-10.77650826
6,Delaware,transit_stations_percent_change_from_baseline,-21.89285714,-19.50218817,-21.24587972,-14.7611879
7,Delaware,transit_stations_percent_change_from_baseline,-26.70238095,-22.75255286,-24.17065996,-19.06127754
8,Delaware,transit_stations_percent_change_from_baseline,-31.67857143,-26.00291756,-27.09001187,-23.55061318
9,Delaware,transit_stations_percent_change_from_baseline,-35.53571429,-29.25328225,-30.00394554,-28.10303082
10,Delaware,transit_stations_percent_change_from_baseline,-39.35714286,-32.50364695,-32.91247102,-32.59236645
11,Delaware,transit_stations_percent_change_from_baseline,-40.07142857,-35.75401164,-35.81559834,-36.89245609
12,Delaware,transit_stations_percent_change_from_baseline,-42.05952381,-39.00437634,-38.71333752,-40.87713573
13,Delaware,transit_stations_percent_change_from_baseline,-45.0952381,-42.25474103,-41.60569857,-44.42024138
14,Delaware,transit_stations_percent_change_from_baseline,-45.9047619,-45.50510572,-44.49269146,-47.39560902
15,Delaware,transit_stations_percent_change_from_baseline,-45.16666667,-48.75547042,-47.37432616,-49.67707468
16,Delaware,transit_stations_percent_change_from_baseline,-45.26190476,-52.00583511,-50.25061262,-51.13847433
17,Delaware,transit_stations_percent_change_from_baseline,-44.36904762,-55.25619981,-53.12156075,-51.653644
18,Delaware,transit_stations_percent_change_from_baseline,-44.69047619,-54.613667,-52.54676188,-51.63391233
19,Delaware,transit_stations_percent_change_from_baseline,-44.97619048,-53.97113419,-51.97205239,-51.57529983
20,Delaware,transit_stations_percent_change_from_baseline,-43.47619048,-53.32860138,-51.39743226,-51.47868021
21,Delaware,transit_stations_percent_change_from_baseline,-43.61904762,-52.68606858,-50.82290147,-51.3449272
