mobility_type,x_time,y_ridership_change,phase,state,x_date
grocery_and_pharmacy_percent_change_from_baseline,45073,8.714285714,R,Alaska,27-May
grocery_and_pharmacy_percent_change_from_baseline,45074,9.142857143,R,Alaska,28-May
grocery_and_pharmacy_percent_change_from_baseline,45075,8.714285714,R,Alaska,29-May
grocery_and_pharmacy_percent_change_from_baseline,45076,8.714285714,R,Alaska,30-May
grocery_and_pharmacy_percent_change_from_baseline,45077,9.214285714,R,Alaska,31-May
grocery_and_pharmacy_percent_change_from_baseline,45078,11.42857143,R,Alaska,1-Jun
grocery_and_pharmacy_percent_change_from_baseline,45079,12.14285714,R,Alaska,2-Jun
grocery_and_pharmacy_percent_change_from_baseline,45080,12.92857143,R,Alaska,3-Jun
grocery_and_pharmacy_percent_change_from_baseline,45081,13,R,Alaska,4-Jun
grocery_and_pharmacy_percent_change_from_baseline,45082,13.35714286,R,Alaska,5-Jun
grocery_and_pharmacy_percent_change_from_baseline,45083,13.78571429,R,Alaska,6-Jun
grocery_and_pharmacy_percent_change_from_baseline,45084,14.5,R,Alaska,7-Jun
grocery_and_pharmacy_percent_change_from_baseline,45085,13.14285714,R,Alaska,8-Jun
grocery_and_pharmacy_percent_change_from_baseline,45086,12.5,R,Alaska,9-Jun
grocery_and_pharmacy_percent_change_from_baseline,45087,12.28571429,R,Alaska,10-Jun
grocery_and_pharmacy_percent_change_from_baseline,45088,12.28571429,R,Alaska,11-Jun
grocery_and_pharmacy_percent_change_from_baseline,45089,12.35714286,R,Alaska,12-Jun
grocery_and_pharmacy_percent_change_from_baseline,45090,12.28571429,R,Alaska,13-Jun
grocery_and_pharmacy_percent_change_from_baseline,45091,12.57142857,R,Alaska,14-Jun
grocery_and_pharmacy_percent_change_from_baseline,45092,13.28571429,R,Alaska,15-Jun
grocery_and_pharmacy_percent_change_from_baseline,45093,13.35714286,R,Alaska,16-Jun
grocery_and_pharmacy_percent_change_from_baseline,45094,13.35714286,R,Alaska,17-Jun
grocery_and_pharmacy_percent_change_from_baseline,45095,13.14285714,R,Alaska,18-Jun
grocery_and_pharmacy_percent_change_from_baseline,45096,12.85714286,R,Alaska,19-Jun
grocery_and_pharmacy_percent_change_from_baseline,45097,13.21428571,R,Alaska,20-Jun
grocery_and_pharmacy_percent_change_from_baseline,45098,13.21428571,R,Alaska,21-Jun
grocery_and_pharmacy_percent_change_from_baseline,45099,12.57142857,R,Alaska,22-Jun
grocery_and_pharmacy_percent_change_from_baseline,45100,12.42857143,R,Alaska,23-Jun
grocery_and_pharmacy_percent_change_from_baseline,45101,12.42857143,R,Alaska,24-Jun
grocery_and_pharmacy_percent_change_from_baseline,45102,12.5,R,Alaska,25-Jun
grocery_and_pharmacy_percent_change_from_baseline,45103,12.21428571,R,Alaska,26-Jun
grocery_and_pharmacy_percent_change_from_baseline,45104,11.85714286,R,Alaska,27-Jun
grocery_and_pharmacy_percent_change_from_baseline,45105,10.28571429,R,Alaska,28-Jun
grocery_and_pharmacy_percent_change_from_baseline,45106,10.78571429,R,Alaska,29-Jun
grocery_and_pharmacy_percent_change_from_baseline,45107,11.92857143,R,Alaska,30-Jun
grocery_and_pharmacy_percent_change_from_baseline,45108,14.71428571,R,Alaska,1-Jul
grocery_and_pharmacy_percent_change_from_baseline,45109,17.57142857,R,Alaska,2-Jul
grocery_and_pharmacy_percent_change_from_baseline,45110,20,R,Alaska,3-Jul
grocery_and_pharmacy_percent_change_from_baseline,45111,19.78571429,R,Alaska,4-Jul
grocery_and_pharmacy_percent_change_from_baseline,45112,21.07142857,R,Alaska,5-Jul
grocery_and_pharmacy_percent_change_from_baseline,45113,21.64285714,R,Alaska,6-Jul
grocery_and_pharmacy_percent_change_from_baseline,45114,21.28571429,R,Alaska,7-Jul
grocery_and_pharmacy_percent_change_from_baseline,45115,18.35714286,R,Alaska,8-Jul
grocery_and_pharmacy_percent_change_from_baseline,45116,15.64285714,R,Alaska,9-Jul
grocery_and_pharmacy_percent_change_from_baseline,45117,13.5,R,Alaska,10-Jul
grocery_and_pharmacy_percent_change_from_baseline,45118,13.71428571,R,Alaska,11-Jul
grocery_and_pharmacy_percent_change_from_baseline,45119,13.14285714,R,Alaska,12-Jul
grocery_and_pharmacy_percent_change_from_baseline,45120,13.35714286,R,Alaska,13-Jul
grocery_and_pharmacy_percent_change_from_baseline,45121,13.35714286,R,Alaska,14-Jul
grocery_and_pharmacy_percent_change_from_baseline,45122,13.92857143,R,Alaska,15-Jul
grocery_and_pharmacy_percent_change_from_baseline,45123,14,R,Alaska,16-Jul
grocery_and_pharmacy_percent_change_from_baseline,45124,13.92857143,R,Alaska,17-Jul
grocery_and_pharmacy_percent_change_from_baseline,45125,14,R,Alaska,18-Jul
grocery_and_pharmacy_percent_change_from_baseline,45126,13.85714286,R,Alaska,19-Jul
grocery_and_pharmacy_percent_change_from_baseline,45127,13.28571429,R,Alaska,20-Jul
grocery_and_pharmacy_percent_change_from_baseline,45128,13.14285714,R,Alaska,21-Jul
grocery_and_pharmacy_percent_change_from_baseline,45129,12.85714286,R,Alaska,22-Jul
grocery_and_pharmacy_percent_change_from_baseline,45130,12.64285714,R,Alaska,23-Jul
grocery_and_pharmacy_percent_change_from_baseline,45131,12.35714286,R,Alaska,24-Jul
grocery_and_pharmacy_percent_change_from_baseline,45132,11.78571429,R,Alaska,25-Jul
grocery_and_pharmacy_percent_change_from_baseline,45133,12.92857143,R,Alaska,26-Jul
grocery_and_pharmacy_percent_change_from_baseline,45134,13.07142857,R,Alaska,27-Jul
grocery_and_pharmacy_percent_change_from_baseline,45135,12.64285714,R,Alaska,28-Jul
grocery_and_pharmacy_percent_change_from_baseline,45136,12.42857143,R,Alaska,29-Jul
grocery_and_pharmacy_percent_change_from_baseline,45137,11.85714286,R,Alaska,30-Jul
grocery_and_pharmacy_percent_change_from_baseline,45138,12.07142857,R,Alaska,31-Jul
grocery_and_pharmacy_percent_change_from_baseline,45139,13.14285714,R,Alaska,1-Aug
grocery_and_pharmacy_percent_change_from_baseline,45140,12.07142857,R,Alaska,2-Aug
grocery_and_pharmacy_percent_change_from_baseline,45141,12.35714286,R,Alaska,3-Aug
grocery_and_pharmacy_percent_change_from_baseline,45142,12.92857143,R,Alaska,4-Aug
grocery_and_pharmacy_percent_change_from_baseline,45143,12.92857143,R,Alaska,5-Aug
grocery_and_pharmacy_percent_change_from_baseline,45144,13.14285714,R,Alaska,6-Aug
grocery_and_pharmacy_percent_change_from_baseline,45145,13.14285714,R,Alaska,7-Aug
grocery_and_pharmacy_percent_change_from_baseline,45146,12.35714286,R,Alaska,8-Aug
grocery_and_pharmacy_percent_change_from_baseline,45147,12.85714286,R,Alaska,9-Aug
grocery_and_pharmacy_percent_change_from_baseline,45148,11.85714286,R,Alaska,10-Aug
parks_percent_change_from_baseline,44972,0,D,Alaska,15-Feb
parks_percent_change_from_baseline,44973,0,D,Alaska,16-Feb
parks_percent_change_from_baseline,44974,0,D,Alaska,17-Feb
parks_percent_change_from_baseline,44975,0,D,Alaska,18-Feb
parks_percent_change_from_baseline,44976,0,D,Alaska,19-Feb
parks_percent_change_from_baseline,44977,0,D,Alaska,20-Feb
parks_percent_change_from_baseline,44978,5.571428571,D,Alaska,21-Feb
parks_percent_change_from_baseline,44979,5.571428571,D,Alaska,22-Feb
parks_percent_change_from_baseline,44980,3.785714286,D,Alaska,23-Feb
parks_percent_change_from_baseline,44981,3.714285714,R,Alaska,24-Feb
parks_percent_change_from_baseline,44982,5.285714286,R,Alaska,25-Feb
parks_percent_change_from_baseline,44983,6.5,R,Alaska,26-Feb
parks_percent_change_from_baseline,44984,8.285714286,R,Alaska,27-Feb
parks_percent_change_from_baseline,44985,10.78571429,R,Alaska,28-Feb
parks_percent_change_from_baseline,47150,10.28571429,R,Alaska,29-Feb
parks_percent_change_from_baseline,44986,8.571428571,R,Alaska,1-Mar
parks_percent_change_from_baseline,44987,9.071428571,R,Alaska,2-Mar
parks_percent_change_from_baseline,44988,8.071428571,R,Alaska,3-Mar
parks_percent_change_from_baseline,44989,7.785714286,R,Alaska,4-Mar
parks_percent_change_from_baseline,44990,6.571428571,R,Alaska,5-Mar
parks_percent_change_from_baseline,44991,5.285714286,R,Alaska,6-Mar
parks_percent_change_from_baseline,44992,6.571428571,R,Alaska,7-Mar
parks_percent_change_from_baseline,44993,9.714285714,R,Alaska,8-Mar
parks_percent_change_from_baseline,44994,9.785714286,R,Alaska,9-Mar
parks_percent_change_from_baseline,44995,11.85714286,R,Alaska,10-Mar
parks_percent_change_from_baseline,44996,13.28571429,R,Alaska,11-Mar
parks_percent_change_from_baseline,44997,14.64285714,R,Alaska,12-Mar
parks_percent_change_from_baseline,44998,15.35714286,R,Alaska,13-Mar
parks_percent_change_from_baseline,44999,17.07142857,R,Alaska,14-Mar
parks_percent_change_from_baseline,45000,20.85714286,R,Alaska,15-Mar
parks_percent_change_from_baseline,45001,24.07142857,R,Alaska,16-Mar
parks_percent_change_from_baseline,45002,23.5,R,Alaska,17-Mar
parks_percent_change_from_baseline,45003,22.42857143,R,Alaska,18-Mar
parks_percent_change_from_baseline,45004,21.21428571,R,Alaska,19-Mar
parks_percent_change_from_baseline,45005,23,R,Alaska,20-Mar
parks_percent_change_from_baseline,45006,18.07142857,R,Alaska,21-Mar
parks_percent_change_from_baseline,45007,21.85714286,R,Alaska,22-Mar
parks_percent_change_from_baseline,45008,20.64285714,R,Alaska,23-Mar
parks_percent_change_from_baseline,45009,22.42857143,R,Alaska,24-Mar
parks_percent_change_from_baseline,45010,22.78571429,R,Alaska,25-Mar
parks_percent_change_from_baseline,45011,27.28571429,R,Alaska,26-Mar
parks_percent_change_from_baseline,45012,23.92857143,R,Alaska,27-Mar
parks_percent_change_from_baseline,45013,26.92857143,R,Alaska,28-Mar
parks_percent_change_from_baseline,45014,19.5,R,Alaska,29-Mar
parks_percent_change_from_baseline,45015,19.35714286,R,Alaska,30-Mar
parks_percent_change_from_baseline,45016,19.64285714,R,Alaska,31-Mar
parks_percent_change_from_baseline,45017,18.57142857,R,Alaska,1-Apr
parks_percent_change_from_baseline,45018,11.28571429,R,Alaska,2-Apr
parks_percent_change_from_baseline,45019,12.21428571,R,Alaska,3-Apr
parks_percent_change_from_baseline,45020,12.85714286,R,Alaska,4-Apr
parks_percent_change_from_baseline,45021,14.14285714,R,Alaska,5-Apr
parks_percent_change_from_baseline,45022,11.78571429,R,Alaska,6-Apr
parks_percent_change_from_baseline,45023,9.142857143,R,Alaska,7-Apr
parks_percent_change_from_baseline,45024,11.64285714,R,Alaska,8-Apr
parks_percent_change_from_baseline,45025,16.57142857,R,Alaska,9-Apr
parks_percent_change_from_baseline,45026,19.78571429,R,Alaska,10-Apr
parks_percent_change_from_baseline,45027,21.42857143,R,Alaska,11-Apr
parks_percent_change_from_baseline,45028,15.92857143,R,Alaska,12-Apr
parks_percent_change_from_baseline,45029,16.42857143,R,Alaska,13-Apr
parks_percent_change_from_baseline,45030,19.28571429,R,Alaska,14-Apr
parks_percent_change_from_baseline,45031,15.71428571,R,Alaska,15-Apr
parks_percent_change_from_baseline,45032,13.35714286,R,Alaska,16-Apr
parks_percent_change_from_baseline,45033,11.14285714,R,Alaska,17-Apr
parks_percent_change_from_baseline,45034,13.71428571,R,Alaska,18-Apr
parks_percent_change_from_baseline,45035,21.07142857,R,Alaska,19-Apr
parks_percent_change_from_baseline,45036,21.71428571,R,Alaska,20-Apr
parks_percent_change_from_baseline,45037,20.14285714,R,Alaska,21-Apr
parks_percent_change_from_baseline,45038,26.42857143,R,Alaska,22-Apr
parks_percent_change_from_baseline,45039,29.71428571,R,Alaska,23-Apr
parks_percent_change_from_baseline,45040,34.57142857,R,Alaska,24-Apr
parks_percent_change_from_baseline,45041,42.35714286,R,Alaska,25-Apr
parks_percent_change_from_baseline,45042,53.78571429,R,Alaska,26-Apr
parks_percent_change_from_baseline,45043,60.71428571,R,Alaska,27-Apr
parks_percent_change_from_baseline,45044,71.5,R,Alaska,28-Apr
parks_percent_change_from_baseline,45045,75.85714286,R,Alaska,29-Apr
parks_percent_change_from_baseline,45046,78.92857143,R,Alaska,30-Apr
parks_percent_change_from_baseline,45047,81.28571429,R,Alaska,1-May
parks_percent_change_from_baseline,45048,83.92857143,R,Alaska,2-May
parks_percent_change_from_baseline,45049,83.85714286,R,Alaska,3-May
parks_percent_change_from_baseline,45050,83.28571429,R,Alaska,4-May
parks_percent_change_from_baseline,45051,85.07142857,R,Alaska,5-May
parks_percent_change_from_baseline,45052,91.92857143,R,Alaska,6-May
parks_percent_change_from_baseline,45053,95.35714286,R,Alaska,7-May
parks_percent_change_from_baseline,45054,97.14285714,R,Alaska,8-May
parks_percent_change_from_baseline,45055,101.2857143,R,Alaska,9-May
parks_percent_change_from_baseline,45056,105.1428571,R,Alaska,10-May
parks_percent_change_from_baseline,45057,107.1428571,R,Alaska,11-May
parks_percent_change_from_baseline,45058,110.8571429,R,Alaska,12-May
parks_percent_change_from_baseline,45059,114.0714286,R,Alaska,13-May
parks_percent_change_from_baseline,45060,118.7142857,R,Alaska,14-May
parks_percent_change_from_baseline,45061,128.4285714,R,Alaska,15-May
parks_percent_change_from_baseline,45062,129.7857143,R,Alaska,16-May
parks_percent_change_from_baseline,45063,133.0714286,R,Alaska,17-May
parks_percent_change_from_baseline,45064,134.5714286,R,Alaska,18-May
parks_percent_change_from_baseline,45065,129.8571429,R,Alaska,19-May
parks_percent_change_from_baseline,45066,125.7142857,R,Alaska,20-May
parks_percent_change_from_baseline,45067,119.9285714,R,Alaska,21-May
parks_percent_change_from_baseline,45068,114.7857143,R,Alaska,22-May
parks_percent_change_from_baseline,45069,108.8571429,R,Alaska,23-May
parks_percent_change_from_baseline,45070,97.42857143,R,Alaska,24-May
parks_percent_change_from_baseline,45071,104.5714286,R,Alaska,25-May
parks_percent_change_from_baseline,45072,104.7857143,R,Alaska,26-May
parks_percent_change_from_baseline,45073,111.9285714,R,Alaska,27-May
parks_percent_change_from_baseline,45074,125.8571429,R,Alaska,28-May
parks_percent_change_from_baseline,45075,132.1428571,R,Alaska,29-May
parks_percent_change_from_baseline,45076,133.2142857,R,Alaska,30-May
parks_percent_change_from_baseline,45077,135.9285714,R,Alaska,31-May
parks_percent_change_from_baseline,45078,132.3571429,R,Alaska,1-Jun
parks_percent_change_from_baseline,45079,134.2142857,R,Alaska,2-Jun
parks_percent_change_from_baseline,45080,129,R,Alaska,3-Jun
parks_percent_change_from_baseline,45081,127.4285714,R,Alaska,4-Jun
parks_percent_change_from_baseline,45082,128.8571429,R,Alaska,5-Jun
parks_percent_change_from_baseline,45083,135.8571429,R,Alaska,6-Jun
parks_percent_change_from_baseline,45084,145.8571429,R,Alaska,7-Jun
parks_percent_change_from_baseline,45085,139.7857143,R,Alaska,8-Jun
parks_percent_change_from_baseline,45086,136.9285714,R,Alaska,9-Jun
parks_percent_change_from_baseline,45087,141.6428571,R,Alaska,10-Jun
parks_percent_change_from_baseline,45088,146.1428571,R,Alaska,11-Jun
parks_percent_change_from_baseline,45089,149.7857143,R,Alaska,12-Jun
parks_percent_change_from_baseline,45090,153.2857143,R,Alaska,13-Jun
parks_percent_change_from_baseline,45091,160.1428571,R,Alaska,14-Jun
parks_percent_change_from_baseline,45092,174.0714286,R,Alaska,15-Jun
parks_percent_change_from_baseline,45093,183.6428571,R,Alaska,16-Jun
parks_percent_change_from_baseline,45094,178.8571429,R,Alaska,17-Jun
parks_percent_change_from_baseline,45095,172.7857143,R,Alaska,18-Jun
parks_percent_change_from_baseline,45096,159.9285714,R,Alaska,19-Jun
parks_percent_change_from_baseline,45097,154.2857143,R,Alaska,20-Jun
parks_percent_change_from_baseline,45098,147.2857143,R,Alaska,21-Jun
parks_percent_change_from_baseline,45099,144.8571429,R,Alaska,22-Jun
parks_percent_change_from_baseline,45100,139.9285714,R,Alaska,23-Jun
parks_percent_change_from_baseline,45101,141.5714286,R,Alaska,24-Jun
parks_percent_change_from_baseline,45102,143.6428571,R,Alaska,25-Jun
parks_percent_change_from_baseline,45103,147.2142857,R,Alaska,26-Jun
parks_percent_change_from_baseline,45104,155.2857143,R,Alaska,27-Jun
parks_percent_change_from_baseline,45105,145,R,Alaska,28-Jun
parks_percent_change_from_baseline,45106,143,R,Alaska,29-Jun
parks_percent_change_from_baseline,45107,149.5714286,R,Alaska,30-Jun
parks_percent_change_from_baseline,45108,156.6428571,R,Alaska,1-Jul
parks_percent_change_from_baseline,45109,160.9285714,R,Alaska,2-Jul
parks_percent_change_from_baseline,45110,175.7142857,R,Alaska,3-Jul
parks_percent_change_from_baseline,45111,177.7142857,R,Alaska,4-Jul
parks_percent_change_from_baseline,45112,194.4285714,R,Alaska,5-Jul
parks_percent_change_from_baseline,45113,195.7142857,R,Alaska,6-Jul
parks_percent_change_from_baseline,45114,194.7857143,R,Alaska,7-Jul
parks_percent_change_from_baseline,45115,176.7857143,R,Alaska,8-Jul
parks_percent_change_from_baseline,45116,172.3571429,R,Alaska,9-Jul
parks_percent_change_from_baseline,45117,162.7857143,R,Alaska,10-Jul
parks_percent_change_from_baseline,45118,148.1428571,R,Alaska,11-Jul
parks_percent_change_from_baseline,45119,137.9285714,R,Alaska,12-Jul
parks_percent_change_from_baseline,45120,145.5714286,R,Alaska,13-Jul
parks_percent_change_from_baseline,45121,151.2142857,R,Alaska,14-Jul
parks_percent_change_from_baseline,45122,170.5714286,R,Alaska,15-Jul
parks_percent_change_from_baseline,45123,171.7857143,R,Alaska,16-Jul
parks_percent_change_from_baseline,45124,167.7142857,R,Alaska,17-Jul
parks_percent_change_from_baseline,45125,174.2857143,R,Alaska,18-Jul
parks_percent_change_from_baseline,45126,173.0714286,R,Alaska,19-Jul
parks_percent_change_from_baseline,45127,169.2142857,R,Alaska,20-Jul
parks_percent_change_from_baseline,45128,167.7142857,R,Alaska,21-Jul
parks_percent_change_from_baseline,45129,156.6428571,R,Alaska,22-Jul
parks_percent_change_from_baseline,45130,164.1428571,R,Alaska,23-Jul
parks_percent_change_from_baseline,45131,158.2857143,R,Alaska,24-Jul
parks_percent_change_from_baseline,45132,152.5,R,Alaska,25-Jul
parks_percent_change_from_baseline,45133,165.9285714,R,Alaska,26-Jul
parks_percent_change_from_baseline,45134,168.4285714,R,Alaska,27-Jul
parks_percent_change_from_baseline,45135,165.4285714,R,Alaska,28-Jul
parks_percent_change_from_baseline,45136,174.9285714,R,Alaska,29-Jul
parks_percent_change_from_baseline,45137,166.9285714,R,Alaska,30-Jul
parks_percent_change_from_baseline,45138,175.2142857,R,Alaska,31-Jul
parks_percent_change_from_baseline,45139,171.0714286,R,Alaska,1-Aug
parks_percent_change_from_baseline,45140,157.5,R,Alaska,2-Aug
parks_percent_change_from_baseline,45141,152.0714286,R,Alaska,3-Aug
parks_percent_change_from_baseline,45142,154.6428571,R,Alaska,4-Aug
parks_percent_change_from_baseline,45143,155,R,Alaska,5-Aug
parks_percent_change_from_baseline,45144,148.8571429,R,Alaska,6-Aug
parks_percent_change_from_baseline,45145,150.4285714,R,Alaska,7-Aug
parks_percent_change_from_baseline,45146,158.8571429,R,Alaska,8-Aug
parks_percent_change_from_baseline,45147,167.1428571,R,Alaska,9-Aug
parks_percent_change_from_baseline,45148,167.2142857,R,Alaska,10-Aug
parks_percent_change_from_baseline,45149,155.2142857,R,Alaska,11-Aug
parks_percent_change_from_baseline,45150,148.0714286,R,Alaska,12-Aug
parks_percent_change_from_baseline,45151,155.2142857,R,Alaska,13-Aug
parks_percent_change_from_baseline,45152,155.5714286,R,Alaska,14-Aug
parks_percent_change_from_baseline,45153,163.7142857,R,Alaska,15-Aug
parks_percent_change_from_baseline,45154,173.5714286,R,Alaska,16-Aug
transit_stations_percent_change_from_baseline,44972,0,D,Alaska,15-Feb
transit_stations_percent_change_from_baseline,44973,0,D,Alaska,16-Feb
transit_stations_percent_change_from_baseline,44974,0,D,Alaska,17-Feb
transit_stations_percent_change_from_baseline,44975,0,D,Alaska,18-Feb
transit_stations_percent_change_from_baseline,44976,0,D,Alaska,19-Feb
transit_stations_percent_change_from_baseline,44977,0,D,Alaska,20-Feb
transit_stations_percent_change_from_baseline,44978,1.857142857,D,Alaska,21-Feb
transit_stations_percent_change_from_baseline,44979,1.928571429,D,Alaska,22-Feb
transit_stations_percent_change_from_baseline,44980,1.285714286,D,Alaska,23-Feb
transit_stations_percent_change_from_baseline,44981,3,D,Alaska,24-Feb
transit_stations_percent_change_from_baseline,44982,2.571428571,D,Alaska,25-Feb
transit_stations_percent_change_from_baseline,44983,2.5,D,Alaska,26-Feb
transit_stations_percent_change_from_baseline,44984,3.714285714,D,Alaska,27-Feb
transit_stations_percent_change_from_baseline,44985,4.357142857,D,Alaska,28-Feb
transit_stations_percent_change_from_baseline,47150,5.857142857,D,Alaska,29-Feb
transit_stations_percent_change_from_baseline,44986,8.214285714,D,Alaska,1-Mar
transit_stations_percent_change_from_baseline,44987,8.571428571,D,Alaska,2-Mar
transit_stations_percent_change_from_baseline,44988,9.071428571,D,Alaska,3-Mar
transit_stations_percent_change_from_baseline,44989,9.571428571,D,Alaska,4-Mar
transit_stations_percent_change_from_baseline,44990,8.642857143,D,Alaska,5-Mar
transit_stations_percent_change_from_baseline,44991,8.785714286,D,Alaska,6-Mar
transit_stations_percent_change_from_baseline,44992,8.214285714,D,Alaska,7-Mar
transit_stations_percent_change_from_baseline,44993,7.071428571,D,Alaska,8-Mar
transit_stations_percent_change_from_baseline,44994,6.714285714,D,Alaska,9-Mar
transit_stations_percent_change_from_baseline,44995,6.5,D,Alaska,10-Mar
transit_stations_percent_change_from_baseline,44996,5.785714286,D,Alaska,11-Mar
transit_stations_percent_change_from_baseline,44997,5.071428571,D,Alaska,12-Mar
transit_stations_percent_change_from_baseline,44998,3.571428571,D,Alaska,13-Mar
transit_stations_percent_change_from_baseline,44999,2.357142857,D,Alaska,14-Mar
transit_stations_percent_change_from_baseline,45000,1.928571429,D,Alaska,15-Mar
transit_stations_percent_change_from_baseline,45001,0.428571429,D,Alaska,16-Mar
transit_stations_percent_change_from_baseline,45002,-1.571428571,D,Alaska,17-Mar
transit_stations_percent_change_from_baseline,45003,-3.571428571,D,Alaska,18-Mar
transit_stations_percent_change_from_baseline,45004,-6.5,D,Alaska,19-Mar
transit_stations_percent_change_from_baseline,45005,-9.785714286,D,Alaska,20-Mar
transit_stations_percent_change_from_baseline,45006,-13.28571429,D,Alaska,21-Mar
transit_stations_percent_change_from_baseline,45007,-18.42857143,D,Alaska,22-Mar
transit_stations_percent_change_from_baseline,45008,-22.78571429,D,Alaska,23-Mar
transit_stations_percent_change_from_baseline,45009,-26.78571429,D,Alaska,24-Mar
transit_stations_percent_change_from_baseline,45010,-31.07142857,D,Alaska,25-Mar
transit_stations_percent_change_from_baseline,45011,-34,D,Alaska,26-Mar
transit_stations_percent_change_from_baseline,45012,-37.71428571,D,Alaska,27-Mar
transit_stations_percent_change_from_baseline,45013,-41.42857143,D,Alaska,28-Mar
transit_stations_percent_change_from_baseline,45014,-45,D,Alaska,29-Mar
transit_stations_percent_change_from_baseline,45015,-46.71428571,D,Alaska,30-Mar
transit_stations_percent_change_from_baseline,45016,-47.5,D,Alaska,31-Mar
transit_stations_percent_change_from_baseline,45017,-47.64285714,D,Alaska,1-Apr
transit_stations_percent_change_from_baseline,45018,-48.64285714,D,Alaska,2-Apr
transit_stations_percent_change_from_baseline,45019,-48.07142857,D,Alaska,3-Apr
transit_stations_percent_change_from_baseline,45020,-48,D,Alaska,4-Apr
transit_stations_percent_change_from_baseline,45021,-47.64285714,D,Alaska,5-Apr
transit_stations_percent_change_from_baseline,45022,-47.57142857,D,Alaska,6-Apr
transit_stations_percent_change_from_baseline,45023,-47.85714286,D,Alaska,7-Apr
transit_stations_percent_change_from_baseline,45024,-48.71428571,D,Alaska,8-Apr
transit_stations_percent_change_from_baseline,45025,-48.57142857,D,Alaska,9-Apr
transit_stations_percent_change_from_baseline,45026,-49.07142857,D,Alaska,10-Apr
transit_stations_percent_change_from_baseline,45027,-49.64285714,D,Alaska,11-Apr
transit_stations_percent_change_from_baseline,45028,-50.78571429,D,Alaska,12-Apr
transit_stations_percent_change_from_baseline,45029,-51.21428571,D,Alaska,13-Apr
transit_stations_percent_change_from_baseline,45030,-51.5,R,Alaska,14-Apr
transit_stations_percent_change_from_baseline,45031,-51.35714286,R,Alaska,15-Apr
transit_stations_percent_change_from_baseline,45032,-51.28571429,R,Alaska,16-Apr
transit_stations_percent_change_from_baseline,45033,-50.71428571,R,Alaska,17-Apr
transit_stations_percent_change_from_baseline,45034,-49.5,R,Alaska,18-Apr
transit_stations_percent_change_from_baseline,45035,-48.42857143,R,Alaska,19-Apr
transit_stations_percent_change_from_baseline,45036,-47.42857143,R,Alaska,20-Apr
transit_stations_percent_change_from_baseline,45037,-47.07142857,R,Alaska,21-Apr
transit_stations_percent_change_from_baseline,45038,-46.71428571,R,Alaska,22-Apr
transit_stations_percent_change_from_baseline,45039,-46.35714286,R,Alaska,23-Apr
transit_stations_percent_change_from_baseline,45040,-46.14285714,R,Alaska,24-Apr
transit_stations_percent_change_from_baseline,45041,-45.57142857,R,Alaska,25-Apr
transit_stations_percent_change_from_baseline,45042,-44.28571429,R,Alaska,26-Apr
transit_stations_percent_change_from_baseline,45043,-43.5,R,Alaska,27-Apr
transit_stations_percent_change_from_baseline,45044,-42.35714286,R,Alaska,28-Apr
transit_stations_percent_change_from_baseline,45045,-41.28571429,R,Alaska,29-Apr
transit_stations_percent_change_from_baseline,45046,-40.42857143,R,Alaska,30-Apr
transit_stations_percent_change_from_baseline,45047,-39.28571429,R,Alaska,1-May
transit_stations_percent_change_from_baseline,45048,-37.64285714,R,Alaska,2-May
transit_stations_percent_change_from_baseline,45049,-37.71428571,R,Alaska,3-May
transit_stations_percent_change_from_baseline,45050,-37.5,R,Alaska,4-May
transit_stations_percent_change_from_baseline,45051,-36.57142857,R,Alaska,5-May
transit_stations_percent_change_from_baseline,45052,-35.64285714,R,Alaska,6-May
transit_stations_percent_change_from_baseline,45053,-35.57142857,R,Alaska,7-May
transit_stations_percent_change_from_baseline,45054,-35.57142857,R,Alaska,8-May
transit_stations_percent_change_from_baseline,45055,-35.57142857,R,Alaska,9-May
transit_stations_percent_change_from_baseline,45056,-34.35714286,R,Alaska,10-May
transit_stations_percent_change_from_baseline,45057,-34.14285714,R,Alaska,11-May
transit_stations_percent_change_from_baseline,45058,-34.14285714,R,Alaska,12-May
transit_stations_percent_change_from_baseline,45059,-33.85714286,R,Alaska,13-May
transit_stations_percent_change_from_baseline,45060,-32.85714286,R,Alaska,14-May
transit_stations_percent_change_from_baseline,45061,-31.71428571,R,Alaska,15-May
transit_stations_percent_change_from_baseline,45062,-31.28571429,R,Alaska,16-May
transit_stations_percent_change_from_baseline,45063,-30.28571429,R,Alaska,17-May
transit_stations_percent_change_from_baseline,45064,-29.57142857,R,Alaska,18-May
transit_stations_percent_change_from_baseline,45065,-29,R,Alaska,19-May
transit_stations_percent_change_from_baseline,45066,-28.64285714,R,Alaska,20-May
transit_stations_percent_change_from_baseline,45067,-28.42857143,R,Alaska,21-May
transit_stations_percent_change_from_baseline,45068,-27.92857143,R,Alaska,22-May
transit_stations_percent_change_from_baseline,45069,-27.92857143,R,Alaska,23-May
transit_stations_percent_change_from_baseline,45070,-29.21428571,R,Alaska,24-May
transit_stations_percent_change_from_baseline,45071,-30.57142857,R,Alaska,25-May
transit_stations_percent_change_from_baseline,45072,-30.42857143,R,Alaska,26-May
transit_stations_percent_change_from_baseline,45073,-29.64285714,R,Alaska,27-May
transit_stations_percent_change_from_baseline,45074,-28.35714286,R,Alaska,28-May
transit_stations_percent_change_from_baseline,45075,-28,R,Alaska,29-May
